origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-27,1706392588,Piedmont,74,-79.053149,36.035938,47.05,POINT (-8800156.292284785 4305567.512844799)
2024-01-29,1706550981,Piedmont,72,-79.053904,36.035976,46.63,POINT (-8800240.338500332 4305572.743972383)
2024-01-28,1706489780,Piedmont,76,-79.054042,36.035987,48.8,POINT (-8800255.700590061 4305574.25824663)
2024-02-13,1707834765,Carolinian,80,-79.033366,36.036216,54.39,POINT (-8797954.05879842 4305605.782731239)
2024-02-13,1707834765,Carolinian,80,-79.033366,36.036216,54.39,POINT (-8797954.05879842 4305605.782731239)
2024-01-26,1706306791,Piedmont,74,-79.033656,36.036407,52.55,POINT (-8797986.34145075 4305632.076148773)
2024-01-21,1705898489,Piedmont,78,-79.034434,36.036918,54.26,POINT (-8798072.948014589 4305702.421678837)
2024-01-23,1706030936,Carolinian,80,-79.034419,36.036922,55.0,POINT (-8798071.278222226 4305702.972330579)
2024-01-28,1706451425,Carolinian,80,-79.056506,36.036952,47.24,POINT (-8800529.991815375 4305707.102219538)
2024-01-31,1706749318,Piedmont,76,-79.05659,36.037006,46.7,POINT (-8800539.342652602 4305714.536023627)
2024-01-30,1706663464,Piedmont,76,-79.034991,36.037406,53.4,POINT (-8798134.952970961 4305769.601397824)
2024-01-27,1706403683,Piedmont,76,-79.035045,36.037425,47.96,POINT (-8798140.964223461 4305772.217010057)
